AOKF1045_g2_c 	 0.415524 	 cell organization and biogenesis
Contig_27132 	 0.581933 	 protein metabolism  
Contig_27132 	 0.581933 	 signal transduction  
Contig_27132 	 0.581933 	 stress response  
Contig_27132 	 0.581933 	 transport   
Contig_27133 	 0.471028 	 other biological processes 
Contig_27136 	 0.85277 	 other biological processes 
Contig_27136 	 0.85277 	 other metabolic processes 
Contig_2714 	 0.269874 	 other metabolic processes 
Contig_27140 	 1.14402 	 cell adhesion  
Contig_27140 	 1.14402 	 cell organization and biogenesis
Contig_27144 	 0.972376 	 cell cycle and proliferation
Contig_27144 	 0.972376 	 cell organization and biogenesis
Contig_27144 	 0.972376 	 protein metabolism  
Contig_27145 	 1.11377 	 cell organization and biogenesis
Contig_27146 	 0.96138 	 cell organization and biogenesis
Contig_27149 	 0.62076 	 cell cycle and proliferation
Contig_27149 	 0.62076 	 death   
Contig_27149 	 0.62076 	 protein metabolism  
Contig_27149 	 0.62076 	 signal transduction  
Contig_27150 	 1.17105 	 DNA metabolism  
Contig_27150 	 1.17105 	 RNA metabolism  
Contig_27150 	 1.17105 	 cell cycle and proliferation
Contig_27150 	 1.17105 	 cell organization and biogenesis
Contig_27150 	 1.17105 	 death   
Contig_27150 	 1.17105 	 developmental processes  
Contig_27150 	 1.17105 	 other biological processes 
Contig_27150 	 1.17105 	 protein metabolism  
Contig_27150 	 1.17105 	 signal transduction  
Contig_27150 	 1.17105 	 stress response  
Contig_27150 	 1.17105 	 transport   
Contig_27155 	 0.364998 	 cell organization and biogenesis
Contig_27155 	 0.364998 	 cell-cell signaling  
Contig_27155 	 0.364998 	 death   
Contig_27155 	 0.364998 	 other biological processes 
Contig_27155 	 0.364998 	 other metabolic processes 
Contig_27155 	 0.364998 	 signal transduction  
Contig_27155 	 0.364998 	 stress response  
Contig_27155 	 0.364998 	 transport   
Contig_27156 	 1.0464 	 other metabolic processes 
Contig_27156 	 1.0464 	 protein metabolism  
Contig_27158 	 0.724657 	 protein metabolism  
Contig_2716 	 0.400161 	 developmental processes  
Contig_27165 	 1.06647 	 cell cycle and proliferation
Contig_27165 	 1.06647 	 cell organization and biogenesis
Contig_27165 	 1.06647 	 other biological processes 
Contig_27165 	 1.06647 	 transport   
Contig_27169 	 0.58162 	 other biological processes 
Contig_27169 	 0.58162 	 other metabolic processes 
Contig_27169 	 0.58162 	 stress response  
Contig_2717 	 0.53551 	 cell organization and biogenesis
Contig_2717 	 0.53551 	 other biological processes 
Contig_2717 	 0.53551 	 other metabolic processes 
Contig_27171 	 0.31108 	 other biological processes 
Contig_27177 	 0.276203 	 protein metabolism  
Contig_27178 	 0.328416 	 cell organization and biogenesis
Contig_27178 	 0.328416 	 death   
Contig_27178 	 0.328416 	 developmental processes  
Contig_27178 	 0.328416 	 other biological processes 
Contig_27178 	 0.328416 	 other metabolic processes 
Contig_27178 	 0.328416 	 stress response  
Contig_27182 	 0.71968 	 other biological processes 
Contig_27182 	 0.71968 	 other metabolic processes 
Contig_27182 	 0.71968 	 stress response  
Contig_27182 	 0.71968 	 transport   
Contig_27183 	 0.79217 	 other biological processes 
Contig_27183 	 0.79217 	 other metabolic processes 
Contig_27183 	 0.79217 	 stress response  
Contig_27183 	 0.79217 	 transport   
Contig_27185 	 0.0627924 	 DNA metabolism  
Contig_27185 	 0.0627924 	 stress response  
Contig_27187 	 1.02327 	 death   
Contig_27187 	 1.02327 	 protein metabolism  
Contig_27187 	 1.02327 	 signal transduction  
Contig_27188 	 0.632912 	 RNA metabolism  
Contig_27188 	 0.632912 	 cell cycle and proliferation
Contig_27188 	 0.632912 	 cell organization and biogenesis
Contig_27188 	 0.632912 	 other biological processes 
Contig_27188 	 0.632912 	 other metabolic processes 
Contig_27188 	 0.632912 	 protein metabolism  
Contig_27188 	 0.632912 	 signal transduction  
Contig_27188 	 0.632912 	 stress response  
Contig_27188 	 0.632912 	 transport   
Contig_27189 	 0.698723 	 other metabolic processes 
Contig_2719 	 0.941327 	 RNA metabolism  
Contig_2719 	 0.941327 	 cell cycle and proliferation
Contig_2719 	 0.941327 	 developmental processes  
Contig_2719 	 0.941327 	 other biological processes 
Contig_2719 	 0.941327 	 other metabolic processes 
Contig_27191 	 0.573127 	 other metabolic processes 
Contig_27194 	 0.366214 	 cell organization and biogenesis
Contig_27194 	 0.366214 	 transport   
Contig_27195 	 0.764279 	 RNA metabolism  
Contig_2720 	 0.646894 	 other biological processes 
Contig_27202 	 0.724551 	 other metabolic processes 
Contig_27202 	 0.724551 	 stress response  
Contig_27205 	 0.252193 	 protein metabolism  
Contig_27208 	 0.604217 	 protein metabolism  
Contig_27209 	 0.695561 	 DNA metabolism  
Contig_27209 	 0.695561 	 RNA metabolism  
Contig_27209 	 0.695561 	 cell cycle and proliferation
Contig_27209 	 0.695561 	 cell organization and biogenesis
Contig_27209 	 0.695561 	 protein metabolism  
Contig_27209 	 0.695561 	 stress response  
Contig_2721 	 0.182587 	 other biological processes 
Contig_27213 	 1.00397 	 death   
Contig_27213 	 1.00397 	 developmental processes  
Contig_27213 	 1.00397 	 other biological processes 
Contig_27213 	 1.00397 	 transport   
Contig_27214 	 0.132295 	 DNA metabolism  
Contig_27214 	 0.132295 	 cell cycle and proliferation
Contig_27214 	 0.132295 	 signal transduction  
Contig_27214 	 0.132295 	 stress response  
Contig_27215 	 0.53001 	 RNA metabolism  
Contig_27217 	 0.372203 	 other metabolic processes 
Contig_27219 	 0.664511 	 signal transduction  
Contig_2722 	 0.270478 	 RNA metabolism  
Contig_2722 	 0.270478 	 other biological processes 
Contig_27221 	 0.5947 	 developmental processes  
Contig_27221 	 0.5947 	 other biological processes 
Contig_27221 	 0.5947 	 other metabolic processes 
Contig_27225 	 0.442195 	 other metabolic processes 
Contig_27225 	 0.442195 	 transport   
Contig_27229 	 0.706374 	 other metabolic processes 
Contig_27231 	 0.729206 	 RNA metabolism  
Contig_27231 	 0.729206 	 other metabolic processes 
Contig_27232 	 0.275347 	 other metabolic processes 
Contig_27236 	 0.829934 	 other biological processes 
Contig_27236 	 0.829934 	 other metabolic processes 
Contig_27237 	 1.11735 	 cell-cell signaling  
Contig_27237 	 1.11735 	 death   
Contig_27237 	 1.11735 	 other biological processes 
Contig_27237 	 1.11735 	 other metabolic processes 
Contig_27237 	 1.11735 	 signal transduction  
Contig_27237 	 1.11735 	 stress response  
Contig_27244 	 0.409867 	 protein metabolism  
Contig_27246 	 0.261669 	 DNA metabolism  
Contig_27246 	 0.261669 	 stress response  
Contig_27248 	 0.58633 	 other metabolic processes 
Contig_27248 	 0.58633 	 protein metabolism  
Contig_27249 	 0.226624 	 cell organization and biogenesis
Contig_27249 	 0.226624 	 other biological processes 
Contig_27249 	 0.226624 	 other metabolic processes 
Contig_27249 	 0.226624 	 stress response  
Contig_27252 	 0.835346 	 other metabolic processes 
Contig_27252 	 0.835346 	 transport   
Contig_27261 	 0.725147 	 other metabolic processes 
Contig_27264 	 1.00909 	 developmental processes  
Contig_27264 	 1.00909 	 other biological processes 
Contig_27264 	 1.00909 	 protein metabolism  
Contig_27268 	 0.72351 	 cell cycle and proliferation
Contig_27268 	 0.72351 	 developmental processes  
Contig_27268 	 0.72351 	 other biological processes 
Contig_27268 	 0.72351 	 other metabolic processes 
Contig_27269 	 0.190492 	 DNA metabolism  
Contig_27269 	 0.190492 	 cell organization and biogenesis
Contig_27269 	 0.190492 	 stress response  
Contig_27276 	 0.833336 	 DNA metabolism  
Contig_27276 	 0.833336 	 other metabolic processes 
Contig_27276 	 0.833336 	 stress response  
Contig_27281 	 0.654152 	 cell adhesion  
Contig_27282 	 0.811493 	 other metabolic processes 
Contig_27284 	 0.980527 	 other biological processes 
Contig_27284 	 0.980527 	 other metabolic processes 
Contig_27284 	 0.980527 	 stress response  
Contig_27285 	 0.969559 	 RNA metabolism  
Contig_27285 	 0.969559 	 cell organization and biogenesis
Contig_27285 	 0.969559 	 developmental processes  
Contig_27285 	 0.969559 	 other biological processes 
Contig_27285 	 0.969559 	 stress response  
Contig_27285 	 0.969559 	 transport   
Contig_27286 	 0.511635 	 cell cycle and proliferation
Contig_27286 	 0.511635 	 cell organization and biogenesis
Contig_27286 	 0.511635 	 death   
Contig_27286 	 0.511635 	 other biological processes 
Contig_27286 	 0.511635 	 other metabolic processes 
Contig_27286 	 0.511635 	 protein metabolism  
Contig_27288 	 0.646213 	 other biological processes 
Contig_27289 	 0.519156 	 other metabolic processes 
Contig_27290 	 0.489747 	 transport   
Contig_27294 	 0.752685 	 DNA metabolism  
Contig_27294 	 0.752685 	 RNA metabolism  
Contig_27294 	 0.752685 	 cell cycle and proliferation
Contig_27295 	 0.546284 	 cell organization and biogenesis
Contig_27295 	 0.546284 	 other metabolic processes 
Contig_27295 	 0.546284 	 protein metabolism  
Contig_27296 	 0.560749 	 other metabolic processes 
Contig_27298 	 0.189459 	 other metabolic processes 
Contig_27300 	 0.434255 	 RNA metabolism  
Contig_27312 	 1.13377 	 protein metabolism  
Contig_27313 	 1.09325 	 RNA metabolism  
Contig_27313 	 1.09325 	 developmental processes  
Contig_27316 	 0.832156 	 other biological processes 
Contig_27329 	 0.819767 	 developmental processes  
Contig_2733 	 0.463639 	 cell cycle and proliferation
Contig_2733 	 0.463639 	 cell organization and biogenesis
Contig_2733 	 0.463639 	 other biological processes 
Contig_2733 	 0.463639 	 protein metabolism  
Contig_2733 	 0.463639 	 signal transduction  
Contig_27331 	 0.641409 	 protein metabolism  
Contig_27332 	 0.883499 	 other metabolic processes 
Contig_27332 	 0.883499 	 protein metabolism  
Contig_27336 	 0.186628 	 transport   
Contig_27338 	 1.06694 	 cell organization and biogenesis
Contig_2734 	 0.353147 	 other metabolic processes 
Contig_2734 	 0.353147 	 transport   
Contig_27340 	 0.426246 	 other metabolic processes 
Contig_27340 	 0.426246 	 transport   
Contig_27341 	 0.597148 	 other metabolic processes 
Contig_27341 	 0.597148 	 protein metabolism  
Contig_27345 	 1.00778 	 RNA metabolism  
Contig_27346 	 0.891402 	 cell adhesion  
Contig_27346 	 0.891402 	 cell cycle and proliferation
Contig_27346 	 0.891402 	 cell organization and biogenesis
Contig_27346 	 0.891402 	 developmental processes  
Contig_27346 	 0.891402 	 other biological processes 
Contig_27346 	 0.891402 	 other metabolic processes 
Contig_27346 	 0.891402 	 signal transduction  
Contig_27346 	 0.891402 	 stress response  
Contig_27346 	 0.891402 	 transport   
Contig_27348 	 0.900939 	 RNA metabolism  
Contig_27348 	 0.900939 	 other metabolic processes 
Contig_27348 	 0.900939 	 protein metabolism  
Contig_27349 	 0.638017 	 cell organization and biogenesis
Contig_27349 	 0.638017 	 other metabolic processes 
Contig_27351 	 0.166816 	 RNA metabolism  
Contig_27351 	 0.166816 	 cell cycle and proliferation
Contig_27351 	 0.166816 	 cell organization and biogenesis
Contig_27351 	 0.166816 	 developmental processes  
Contig_27351 	 0.166816 	 other biological processes 
Contig_27351 	 0.166816 	 protein metabolism  
Contig_27351 	 0.166816 	 stress response  
Contig_27352 	 0.681635 	 DNA metabolism  
Contig_27352 	 0.681635 	 cell cycle and proliferation
Contig_27352 	 0.681635 	 other biological processes 
Contig_27352 	 0.681635 	 stress response  
Contig_27353 	 0.790387 	 other metabolic processes 
Contig_27354 	 0.976771 	 cell adhesion  
Contig_27354 	 0.976771 	 cell organization and biogenesis
Contig_27354 	 0.976771 	 developmental processes  
Contig_27354 	 0.976771 	 other biological processes 
Contig_27354 	 0.976771 	 signal transduction  
Contig_27358 	 0.580149 	 protein metabolism  
Contig_2736 	 0.877902 	 other biological processes 
Contig_2736 	 0.877902 	 transport   
Contig_27362 	 0.517783 	 cell organization and biogenesis
Contig_27362 	 0.517783 	 other biological processes 
Contig_27362 	 0.517783 	 other metabolic processes 
Contig_27364 	 0.632253 	 signal transduction  
Contig_27367 	 0.559807 	 other biological processes 
Contig_27367 	 0.559807 	 other metabolic processes 
Contig_27367 	 0.559807 	 stress response  
Contig_27369 	 0.389711 	 other metabolic processes 
Contig_27370 	 0.67082 	 other biological processes 
Contig_27370 	 0.67082 	 other metabolic processes 
Contig_27370 	 0.67082 	 protein metabolism  
Contig_27372 	 0.55895 	 protein metabolism  
Contig_27372 	 0.55895 	 signal transduction  
Contig_27373 	 0.962374 	 RNA metabolism  
Contig_27374 	 0.761117 	 cell organization and biogenesis
Contig_27374 	 0.761117 	 developmental processes  
Contig_27374 	 0.761117 	 signal transduction  
Contig_27374 	 0.761117 	 transport   
Contig_27379 	 1.25323 	 other biological processes 
Contig_2738 	 1.0038 	 other biological processes 
Contig_2738 	 1.0038 	 signal transduction  
Contig_2738 	 1.0038 	 stress response  
Contig_27380 	 0.80349 	 other metabolic processes 
Contig_27380 	 0.80349 	 protein metabolism  
Contig_27383 	 1.36183 	 RNA metabolism  
Contig_27383 	 1.36183 	 developmental processes  
Contig_27384 	 0.825848 	 other metabolic processes 
Contig_27384 	 0.825848 	 protein metabolism  
Contig_2739 	 0.940027 	 other biological processes 
Contig_2739 	 0.940027 	 signal transduction  
Contig_2739 	 0.940027 	 stress response  
Contig_27392 	 0.801326 	 DNA metabolism  
Contig_27392 	 0.801326 	 other metabolic processes 
Contig_27392 	 0.801326 	 stress response  
Contig_27393 	 0.214215 	 other metabolic processes 
Contig_27398 	 0.848688 	 DNA metabolism  
Contig_27398 	 0.848688 	 RNA metabolism  
Contig_27398 	 0.848688 	 cell organization and biogenesis
Contig_27398 	 0.848688 	 death   
Contig_27398 	 0.848688 	 developmental processes  
Contig_27398 	 0.848688 	 other biological processes 
Contig_27398 	 0.848688 	 other metabolic processes 
Contig_27398 	 0.848688 	 stress response  
Contig_274 	 1.26885 	 transport   
Contig_27403 	 0.818773 	 other metabolic processes 
Contig_27403 	 0.818773 	 protein metabolism  
Contig_27403 	 0.818773 	 signal transduction  
Contig_27408 	 0.172722 	 RNA metabolism  
Contig_27408 	 0.172722 	 cell organization and biogenesis
Contig_27408 	 0.172722 	 developmental processes  
Contig_27408 	 0.172722 	 other biological processes 
Contig_27408 	 0.172722 	 protein metabolism  
Contig_27408 	 0.172722 	 signal transduction  
Contig_27408 	 0.172722 	 transport   
Contig_27409 	 0.848481 	 other metabolic processes 
Contig_27417 	 0.640887 	 developmental processes  
Contig_27417 	 0.640887 	 other biological processes 
Contig_27417 	 0.640887 	 other metabolic processes 
Contig_27417 	 0.640887 	 protein metabolism  
Contig_27418 	 0.551887 	 RNA metabolism  
Contig_27418 	 0.551887 	 death   
Contig_27418 	 0.551887 	 signal transduction  
Contig_27418 	 0.551887 	 transport   
Contig_27419 	 1.0145 	 other biological processes 
Contig_2742 	 0.706156 	 transport   
Contig_27421 	 0.848944 	 other metabolic processes 
Contig_27422 	 0.454247 	 RNA metabolism  
Contig_27422 	 0.454247 	 protein metabolism  
Contig_27422 	 0.454247 	 stress response  
Contig_27426 	 0.849514 	 RNA metabolism  
Contig_27426 	 0.849514 	 developmental processes  
