Spi_contig00032 	 0.484363 	 cell cycle and proliferation
Spi_isotig03611 	 0.906743 	 cell cycle and proliferation
Spi_isotig03611 	 0.906743 	 RNA metabolism  
Spi_isotig03617 	 0.498144 	 other metabolic processes 
Spi_isotig03621 	 0.804769 	 cell cycle and proliferation
Spi_isotig03621 	 0.804769 	 cell organization and biogenesis
Spi_isotig03621 	 0.804769 	 other biological processes 
Spi_isotig03622 	 0.803764 	 cell cycle and proliferation
Spi_isotig03622 	 0.803764 	 cell organization and biogenesis
Spi_isotig03622 	 0.803764 	 other biological processes 
Spi_isotig03622 	 0.803764 	 stress response  
Spi_isotig03632 	 0.637643 	 cell organization and biogenesis
Spi_isotig03632 	 0.637643 	 protein metabolism  
Spi_isotig03632 	 0.637643 	 RNA metabolism  
Spi_isotig03632 	 0.637643 	 signal transduction  
Spi_isotig03634 	 0.74028 	 protein metabolism  
Spi_isotig03639 	 0.418874 	 RNA metabolism  
Spi_isotig03639 	 0.418874 	 transport   
Spi_isotig03640 	 0.415283 	 transport   
Spi_isotig03649 	 0.502462 	 transport   
Spi_isotig03652 	 0.416697 	 protein metabolism  
Spi_isotig03666 	 0.286161 	 cell organization and biogenesis
Spi_isotig03666 	 0.286161 	 protein metabolism  
Spi_isotig03666 	 0.286161 	 RNA metabolism  
Spi_isotig03666 	 0.286161 	 transport   
Spi_isotig03682 	 0.709375 	 protein metabolism  
Spi_isotig03683 	 0.673997 	 protein metabolism  
Spi_isotig03684 	 0.68062 	 developmental processes  
Spi_isotig03684 	 0.68062 	 protein metabolism  
Spi_isotig03693 	 0.857103 	 other biological processes 
Spi_isotig03693 	 0.857103 	 other metabolic processes 
Spi_isotig03694 	 0.979251 	 other metabolic processes 
Spi_isotig03703 	 0.252278 	 other biological processes 
Spi_isotig03703 	 0.252278 	 protein metabolism  
Spi_isotig03703 	 0.252278 	 stress response  
Spi_isotig03704 	 0.273708 	 protein metabolism  
Spi_isotig03707 	 0.658308 	 developmental processes  
Spi_isotig03707 	 0.658308 	 other biological processes 
Spi_isotig03707 	 0.658308 	 other metabolic processes 
Spi_isotig03707 	 0.658308 	 protein metabolism  
Spi_isotig03708 	 0.585872 	 protein metabolism  
Spi_isotig03713 	 0.358727 	 death   
Spi_isotig03713 	 0.358727 	 other biological processes 
Spi_isotig03715 	 1.03266 	 developmental processes  
Spi_isotig03715 	 1.03266 	 other biological processes 
Spi_isotig03715 	 1.03266 	 other metabolic processes 
Spi_isotig03715 	 1.03266 	 protein metabolism  
Spi_isotig03715 	 1.03266 	 signal transduction  
Spi_isotig03715 	 1.03266 	 stress response  
Spi_isotig03725 	 0.422691 	 other biological processes 
Spi_isotig03729 	 0.345524 	 other metabolic processes 
Spi_isotig03733 	 0.919829 	 protein metabolism  
Spi_isotig03734 	 0.881777 	 protein metabolism  
Spi_isotig03734 	 0.881777 	 stress response  
Spi_isotig03735 	 0.61231 	 protein metabolism  
Spi_isotig03737 	 0.476158 	 other metabolic processes 
Spi_isotig03739 	 0.29346 	 cell organization and biogenesis
Spi_isotig03739 	 0.29346 	 DNA metabolism  
Spi_isotig03739 	 0.29346 	 other biological processes 
Spi_isotig03739 	 0.29346 	 other metabolic processes 
Spi_isotig03739 	 0.29346 	 protein metabolism  
Spi_isotig03739 	 0.29346 	 RNA metabolism  
Spi_isotig03739 	 0.29346 	 stress response  
Spi_isotig03741 	 0.663609 	 cell adhesion  
Spi_isotig03743 	 0.225562 	 death   
Spi_isotig03743 	 0.225562 	 other metabolic processes 
Spi_isotig03743 	 0.225562 	 protein metabolism  
Spi_isotig03743 	 0.225562 	 signal transduction  
Spi_isotig03746 	 0.471615 	 other metabolic processes 
Spi_isotig03746 	 0.471615 	 transport   
Spi_isotig03753 	 0.578377 	 death   
Spi_isotig03753 	 0.578377 	 other biological processes 
Spi_isotig03753 	 0.578377 	 stress response  
Spi_isotig03754 	 0.71619 	 death   
Spi_isotig03754 	 0.71619 	 other biological processes 
Spi_isotig03754 	 0.71619 	 stress response  
Spi_isotig03755 	 0.808317 	 other metabolic processes 
Spi_isotig03755 	 0.808317 	 protein metabolism  
Spi_isotig03756 	 0.749657 	 developmental processes  
Spi_isotig03756 	 0.749657 	 other metabolic processes 
Spi_isotig03756 	 0.749657 	 protein metabolism  
Spi_isotig03759 	 0.640099 	 transport   
Spi_isotig03761 	 0.917929 	 cell organization and biogenesis
Spi_isotig03761 	 0.917929 	 developmental processes  
Spi_isotig03761 	 0.917929 	 DNA metabolism  
Spi_isotig03761 	 0.917929 	 other biological processes 
Spi_isotig03761 	 0.917929 	 RNA metabolism  
Spi_isotig03767 	 0.806472 	 transport   
Spi_isotig03781 	 0.576143 	 other metabolic processes 
Spi_isotig03781 	 0.576143 	 transport   
Spi_isotig03810 	 0.304067 	 other metabolic processes 
Spi_isotig03810 	 0.304067 	 transport   
Spi_isotig03818 	 0.357673 	 other biological processes 
Spi_isotig03818 	 0.357673 	 RNA metabolism  
Spi_isotig03827 	 0.866372 	 developmental processes  
Spi_isotig03827 	 0.866372 	 other biological processes 
Spi_isotig03827 	 0.866372 	 signal transduction  
Spi_isotig03829 	 0.503084 	 developmental processes  
Spi_isotig03829 	 0.503084 	 other biological processes 
Spi_isotig03829 	 0.503084 	 protein metabolism  
Spi_isotig03833 	 0.376822 	 cell organization and biogenesis
Spi_isotig03833 	 0.376822 	 death   
Spi_isotig03833 	 0.376822 	 other biological processes 
Spi_isotig03833 	 0.376822 	 RNA metabolism  
Spi_isotig03837 	 0.533878 	 other metabolic processes 
Spi_isotig03837 	 0.533878 	 protein metabolism  
Spi_isotig03841 	 1.00389 	 other biological processes 
Spi_isotig03841 	 1.00389 	 signal transduction  
Spi_isotig03841 	 1.00389 	 stress response  
Spi_isotig03849 	 0.451805 	 DNA metabolism  
Spi_isotig03855 	 0.380832 	 other biological processes 
Spi_isotig03855 	 0.380832 	 RNA metabolism  
Spi_isotig03891 	 0.180491 	 cell cycle and proliferation
Spi_isotig03891 	 0.180491 	 cell organization and biogenesis
Spi_isotig03891 	 0.180491 	 death   
Spi_isotig03891 	 0.180491 	 developmental processes  
Spi_isotig03891 	 0.180491 	 DNA metabolism  
Spi_isotig03891 	 0.180491 	 other biological processes 
Spi_isotig03891 	 0.180491 	 other metabolic processes 
Spi_isotig03891 	 0.180491 	 protein metabolism  
Spi_isotig03891 	 0.180491 	 stress response  
Spi_isotig03892 	 0.277413 	 death   
Spi_isotig03892 	 0.277413 	 protein metabolism  
Spi_isotig03895 	 0.555727 	 cell cycle and proliferation
Spi_isotig03895 	 0.555727 	 cell organization and biogenesis
Spi_isotig03895 	 0.555727 	 other biological processes 
Spi_isotig03899 	 0.532363 	 cell cycle and proliferation
Spi_isotig03899 	 0.532363 	 other metabolic processes 
Spi_isotig03899 	 0.532363 	 RNA metabolism  
Spi_isotig03903 	 0.781792 	 cell adhesion  
Spi_isotig03904 	 0.772777 	 other biological processes 
Spi_isotig03913 	 0.832433 	 signal transduction  
Spi_isotig03919 	 0.524668 	 other metabolic processes 
Spi_isotig03920 	 0.622477 	 other metabolic processes 
Spi_isotig03921 	 0.99034 	 RNA metabolism  
Spi_isotig03924 	 0.725174 	 cell organization and biogenesis
Spi_isotig03924 	 0.725174 	 protein metabolism  
Spi_isotig03924 	 0.725174 	 stress response  
Spi_isotig03939 	 0.173276 	 cell cycle and proliferation
Spi_isotig03939 	 0.173276 	 DNA metabolism  
Spi_isotig03939 	 0.173276 	 protein metabolism  
Spi_isotig03939 	 0.173276 	 RNA metabolism  
Spi_isotig03939 	 0.173276 	 stress response  
Spi_isotig03942 	 0.979564 	 other biological processes 
Spi_isotig03942 	 0.979564 	 other metabolic processes 
Spi_isotig03947 	 0.910489 	 cell cycle and proliferation
Spi_isotig03947 	 0.910489 	 cell organization and biogenesis
Spi_isotig03947 	 0.910489 	 developmental processes  
Spi_isotig03947 	 0.910489 	 other biological processes 
Spi_isotig03947 	 0.910489 	 signal transduction  
Spi_isotig03947 	 0.910489 	 stress response  
Spi_isotig03947 	 0.910489 	 transport   
Spi_isotig03960 	 0.287709 	 other biological processes 
Spi_isotig03973 	 0.246079 	 other metabolic processes 
Spi_isotig03979 	 0.406523 	 death   
Spi_isotig03979 	 0.406523 	 RNA metabolism  
Spi_isotig03981 	 1.00472 	 signal transduction  
Spi_isotig03982 	 0.62626 	 other biological processes 
Spi_isotig03983 	 0.759983 	 cell adhesion  
Spi_isotig03983 	 0.759983 	 cell organization and biogenesis
Spi_isotig03983 	 0.759983 	 developmental processes  
Spi_isotig03983 	 0.759983 	 other biological processes 
Spi_isotig03983 	 0.759983 	 other metabolic processes 
Spi_isotig03983 	 0.759983 	 protein metabolism  
Spi_isotig03983 	 0.759983 	 RNA metabolism  
Spi_isotig03983 	 0.759983 	 signal transduction  
Spi_isotig03983 	 0.759983 	 stress response  
Spi_isotig03984 	 0.759178 	 cell adhesion  
Spi_isotig03984 	 0.759178 	 other metabolic processes 
Spi_isotig03984 	 0.759178 	 protein metabolism  
Spi_isotig03991 	 0.815708 	 protein metabolism  
Spi_isotig04004 	 0.408296 	 other biological processes 
Spi_isotig04007 	 0.528056 	 other metabolic processes 
Spi_isotig04009 	 0.669822 	 transport   
Spi_isotig04015 	 1.08541 	 other biological processes 
Spi_isotig04015 	 1.08541 	 other metabolic processes 
Spi_isotig04029 	 0.209805 	 other biological processes 
Spi_isotig04029 	 0.209805 	 RNA metabolism  
Spi_isotig04043 	 0.295181 	 protein metabolism  
Spi_isotig04043 	 0.295181 	 signal transduction  
Spi_isotig04043 	 0.295181 	 stress response  
Spi_isotig04046 	 1.09912 	 other biological processes 
Spi_isotig04047 	 0.414512 	 protein metabolism  
Spi_isotig04054 	 0.332956 	 other biological processes 
Spi_isotig04054 	 0.332956 	 other metabolic processes 
Spi_isotig04054 	 0.332956 	 protein metabolism  
Spi_isotig04057 	 0.039327 	 other biological processes 
Spi_isotig04065 	 0.270128 	 other biological processes 
Spi_isotig04067 	 0.432873 	 protein metabolism  
Spi_isotig04069 	 0.656537 	 other biological processes 
Spi_isotig04069 	 0.656537 	 other metabolic processes 
Spi_isotig04069 	 0.656537 	 transport   
Spi_isotig04071 	 0.560923 	 cell organization and biogenesis
Spi_isotig04071 	 0.560923 	 other biological processes 
Spi_isotig04071 	 0.560923 	 other metabolic processes 
Spi_isotig04071 	 0.560923 	 protein metabolism  
Spi_isotig04071 	 0.560923 	 RNA metabolism  
Spi_isotig04071 	 0.560923 	 transport   
Spi_isotig04075 	 0.430436 	 RNA metabolism  
Spi_isotig04079 	 0.820213 	 transport   
Spi_isotig04085 	 0.821359 	 other metabolic processes 
Spi_isotig04085 	 0.821359 	 protein metabolism  
Spi_isotig04086 	 0.674669 	 cell adhesion  
Spi_isotig04086 	 0.674669 	 cell cycle and proliferation
Spi_isotig04086 	 0.674669 	 other biological processes 
Spi_isotig04086 	 0.674669 	 other metabolic processes 
Spi_isotig04086 	 0.674669 	 protein metabolism  
Spi_isotig04086 	 0.674669 	 signal transduction  
Spi_isotig04087 	 0.54371 	 signal transduction  
Spi_isotig04096 	 0.759861 	 other biological processes 
Spi_isotig04096 	 0.759861 	 RNA metabolism  
Spi_isotig04101 	 0.654212 	 cell-cell signaling  
Spi_isotig04101 	 0.654212 	 other metabolic processes 
Spi_isotig04101 	 0.654212 	 transport   
Spi_isotig04102 	 0.650607 	 cell-cell signaling  
Spi_isotig04102 	 0.650607 	 other metabolic processes 
Spi_isotig04102 	 0.650607 	 transport   
Spi_isotig04113 	 0.469786 	 cell organization and biogenesis
Spi_isotig04113 	 0.469786 	 protein metabolism  
Spi_isotig04119 	 0.264706 	 other biological processes 
Spi_isotig04120 	 0.146852 	 other biological processes 
Spi_isotig04121 	 0.846676 	 cell adhesion  
Spi_isotig04129 	 0.681684 	 other biological processes 
Spi_isotig04135 	 0.858657 	 other biological processes 
Spi_isotig04135 	 0.858657 	 other metabolic processes 
Spi_isotig04139 	 0.581198 	 other metabolic processes 
Spi_isotig04148 	 0.830735 	 cell cycle and proliferation
Spi_isotig04148 	 0.830735 	 other metabolic processes 
Spi_isotig04151 	 0.313745 	 transport   
Spi_isotig04155 	 0.311012 	 other biological processes 
Spi_isotig04159 	 0.880611 	 cell organization and biogenesis
Spi_isotig04159 	 0.880611 	 developmental processes  
Spi_isotig04159 	 0.880611 	 other biological processes 
Spi_isotig04159 	 0.880611 	 other metabolic processes 
Spi_isotig04159 	 0.880611 	 protein metabolism  
Spi_isotig04165 	 0.56281 	 other biological processes 
Spi_isotig04165 	 0.56281 	 transport   
Spi_isotig04167 	 1.02923 	 other biological processes 
Spi_isotig04167 	 1.02923 	 other metabolic processes 
Spi_isotig04168 	 1.16511 	 protein metabolism  
Spi_isotig04171 	 0.580619 	 other metabolic processes 
Spi_isotig04172 	 0.715693 	 other metabolic processes 
Spi_isotig04177 	 0.359985 	 cell cycle and proliferation
Spi_isotig04177 	 0.359985 	 cell organization and biogenesis
Spi_isotig04177 	 0.359985 	 DNA metabolism  
Spi_isotig04177 	 0.359985 	 other biological processes 
Spi_isotig04177 	 0.359985 	 other metabolic processes 
Spi_isotig04177 	 0.359985 	 RNA metabolism  
Spi_isotig04177 	 0.359985 	 stress response  
Spi_isotig04181 	 0.328778 	 RNA metabolism  
Spi_isotig04195 	 0.656585 	 other metabolic processes 
Spi_isotig04197 	 0.697813 	 transport   
Spi_isotig04207 	 0.834944 	 cell adhesion  
Spi_isotig04207 	 0.834944 	 stress response  
Spi_isotig04213 	 0.967057 	 other biological processes 
Spi_isotig04235 	 0.250234 	 other metabolic processes 
Spi_isotig04236 	 0.272115 	 other biological processes 
Spi_isotig04236 	 0.272115 	 other metabolic processes 
Spi_isotig04236 	 0.272115 	 transport   
Spi_isotig04248 	 0.532497 	 signal transduction  
Spi_isotig04263 	 0.623991 	 other biological processes 
Spi_isotig04263 	 0.623991 	 other metabolic processes 
Spi_isotig04263 	 0.623991 	 signal transduction  
Spi_isotig04266 	 0.394833 	 cell adhesion  
Spi_isotig04268 	 0.971398 	 cell-cell signaling  
Spi_isotig04268 	 0.971398 	 other biological processes 
Spi_isotig04268 	 0.971398 	 stress response  
Spi_isotig04268 	 0.971398 	 transport   
Spi_isotig04269 	 0.277927 	 stress response  
Spi_isotig04271 	 0.349974 	 other metabolic processes 
Spi_isotig04272 	 0.145754 	 other metabolic processes 
Spi_isotig04289 	 0.836565 	 cell organization and biogenesis
Spi_isotig04289 	 0.836565 	 developmental processes  
Spi_isotig04289 	 0.836565 	 other biological processes 
Spi_isotig04289 	 0.836565 	 signal transduction  
Spi_isotig04298 	 0.934134 	 death   
Spi_isotig04298 	 0.934134 	 protein metabolism  
Spi_isotig04299 	 1.02394 	 other biological processes 
Spi_isotig04300 	 0.841369 	 cell organization and biogenesis
Spi_isotig04300 	 0.841369 	 developmental processes  
Spi_isotig04300 	 0.841369 	 other biological processes 
Spi_isotig04306 	 0.741188 	 cell cycle and proliferation
Spi_isotig04306 	 0.741188 	 cell organization and biogenesis
Spi_isotig04306 	 0.741188 	 developmental processes  
Spi_isotig04306 	 0.741188 	 DNA metabolism  
Spi_isotig04306 	 0.741188 	 other biological processes 
Spi_isotig04306 	 0.741188 	 other metabolic processes 
Spi_isotig04306 	 0.741188 	 protein metabolism  
Spi_isotig04306 	 0.741188 	 signal transduction  
Spi_isotig04306 	 0.741188 	 stress response  
Spi_isotig04306 	 0.741188 	 transport   
Spi_isotig04319 	 0.678267 	 protein metabolism  
Spi_isotig04330 	 0.219112 	 other metabolic processes 
Spi_isotig04330 	 0.219112 	 RNA metabolism  
Spi_isotig04341 	 0.818384 	 cell cycle and proliferation
Spi_isotig04341 	 0.818384 	 cell organization and biogenesis
Spi_isotig04341 	 0.818384 	 other biological processes 
Spi_isotig04345 	 0.631278 	 other metabolic processes 
Spi_isotig04345 	 0.631278 	 protein metabolism  
Spi_isotig04345 	 0.631278 	 stress response  
Spi_isotig04345 	 0.631278 	 transport   
Spi_isotig04355 	 1.06932 	 cell cycle and proliferation
Spi_isotig04355 	 1.06932 	 death   
Spi_isotig04355 	 1.06932 	 protein metabolism  
Spi_isotig04364 	 0.496877 	 signal transduction  
Spi_isotig04366 	 0.602807 	 transport   
Spi_isotig04369 	 0.196599 	 other biological processes 
Spi_isotig04369 	 0.196599 	 other metabolic processes 
Spi_isotig04369 	 0.196599 	 stress response  
Spi_isotig04378 	 0.774709 	 cell organization and biogenesis
Spi_isotig04378 	 0.774709 	 death   
Spi_isotig04378 	 0.774709 	 DNA metabolism  
Spi_isotig04378 	 0.774709 	 protein metabolism  
Spi_isotig04378 	 0.774709 	 RNA metabolism  
Spi_isotig04378 	 0.774709 	 stress response  
Spi_isotig04399 	 0.96556 	 protein metabolism  
Spi_isotig04403 	 0.688905 	 death   
Spi_isotig04403 	 0.688905 	 other biological processes 
Spi_isotig04403 	 0.688905 	 protein metabolism  
Spi_isotig04403 	 0.688905 	 RNA metabolism  
Spi_isotig04403 	 0.688905 	 signal transduction  
Spi_isotig04417 	 0.356584 	 other metabolic processes 
Spi_isotig04417 	 0.356584 	 protein metabolism  
Spi_isotig04418 	 0.304215 	 other metabolic processes 
Spi_isotig04430 	 0.692067 	 death   
Spi_isotig04442 	 0.323382 	 other biological processes 
Spi_isotig04442 	 0.323382 	 other metabolic processes 
Spi_isotig04442 	 0.323382 	 transport   
Spi_isotig04443 	 0.178915 	 RNA metabolism  
Spi_isotig04444 	 0 	 developmental processes  
Spi_isotig04447 	 0.616014 	 cell adhesion  
Spi_isotig04447 	 0.616014 	 other biological processes 
Spi_isotig04448 	 0.819502 	 cell adhesion  
Spi_isotig04455 	 0.913111 	 other metabolic processes 
Spi_isotig04489 	 0.685111 	 other metabolic processes 
Spi_isotig04492 	 1.02967 	 transport   
Spi_isotig04503 	 0.545011 	 protein metabolism  
Spi_isotig04504 	 0.453819 	 protein metabolism  
Spi_isotig04509 	 0.404155 	 other metabolic processes 
Spi_isotig04510 	 0.485012 	 other metabolic processes 
Spi_isotig04520 	 0.65635 	 protein metabolism  
Spi_isotig04531 	 0.468161 	 protein metabolism  
Spi_isotig04533 	 0.122559 	 other biological processes 
Spi_isotig04533 	 0.122559 	 transport   
