Locus_10004_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_10976 	 0.230119 	 transport    
Locus_28802_Transcript_1/1_Confidence_1.000_Length_236_transcripts_v2_18213 	 0.509687 	 other metabolic processes 
Locus_28807_Transcript_1/1_Confidence_1.000_Length_230_transcripts_v2_18465 	 0.322294 	 other metabolic processes 
Locus_28807_Transcript_1/1_Confidence_1.000_Length_230_transcripts_v2_18465 	 0.322294 	 stress response  
Locus_28810_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_22046 	 0.938728 	 cell organization and biogenesis
Locus_28810_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_22046 	 0.938728 	 transport   
Locus_2881_Transcript_1/1_Confidence_1.000_Length_336_transcripts_v2_15867 	 0.654629 	 other biological processes 
Locus_28824_Transcript_1/1_Confidence_1.000_Length_951_transcripts_v2_12911 	 0.407593 	 other biological processes 
Locus_28824_Transcript_1/1_Confidence_1.000_Length_951_transcripts_v2_12911 	 0.407593 	 other metabolic processes 
Locus_28824_Transcript_1/1_Confidence_1.000_Length_951_transcripts_v2_12911 	 0.407593 	 protein metabolism  
Locus_28825_Transcript_1/2_Confidence_1.000_Length_690_transcripts_v2_13516 	 0.265668 	 signal transduction  
Locus_28825_Transcript_2/2_Confidence_1.000_Length_298_transcripts_v2_16539 	 0.185486 	 signal transduction  
Locus_28826_Transcript_1/1_Confidence_1.000_Length_1043_transcripts_v2_12777 	 0.72489 	 other metabolic processes 
Locus_28836_Transcript_1/1_Confidence_1.000_Length_191_transcripts_v2_20670 	 0.576246 	 other biological processes 
Locus_28851_Transcript_1/1_Confidence_1.000_Length_305_transcripts_v2_16391 	 0.656096 	 cell cycle and proliferation
Locus_28851_Transcript_1/1_Confidence_1.000_Length_305_transcripts_v2_16391 	 0.656096 	 cell organization and biogenesis
Locus_28851_Transcript_1/1_Confidence_1.000_Length_305_transcripts_v2_16391 	 0.656096 	 other biological processes 
Locus_28851_Transcript_1/1_Confidence_1.000_Length_305_transcripts_v2_16391 	 0.656096 	 transport   
Locus_28852_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_20513 	 0.962327 	 cell organization and biogenesis
Locus_28852_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_20513 	 0.962327 	 developmental processes  
Locus_28852_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_20513 	 0.962327 	 other biological processes 
Locus_28852_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_20513 	 0.962327 	 other metabolic processes 
Locus_28852_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_20513 	 0.962327 	 transport   
Locus_2886_Transcript_1/1_Confidence_1.000_Length_599_transcripts_v2_13889 	 0.501064 	 other biological processes 
Locus_28873_Transcript_1/1_Confidence_1.000_Length_261_transcripts_v2_17373 	 0 	 RNA metabolism  
Locus_28873_Transcript_1/1_Confidence_1.000_Length_261_transcripts_v2_17373 	 0 	 cell cycle and proliferation
Locus_28873_Transcript_1/1_Confidence_1.000_Length_261_transcripts_v2_17373 	 0 	 cell organization and biogenesis
Locus_28874_Transcript_1/1_Confidence_1.000_Length_611_transcripts_v2_13831 	 0.772129 	 other biological processes 
Locus_28874_Transcript_1/1_Confidence_1.000_Length_611_transcripts_v2_13831 	 0.772129 	 protein metabolism  
Locus_28877_Transcript_1/1_Confidence_1.000_Length_374_transcripts_v2_15391 	 0.294582 	 RNA metabolism  
Locus_28877_Transcript_1/1_Confidence_1.000_Length_374_transcripts_v2_15391 	 0.294582 	 cell cycle and proliferation
Locus_28877_Transcript_1/1_Confidence_1.000_Length_374_transcripts_v2_15391 	 0.294582 	 cell organization and biogenesis
Locus_28877_Transcript_1/1_Confidence_1.000_Length_374_transcripts_v2_15391 	 0.294582 	 other biological processes 
Locus_28881_Transcript_1/1_Confidence_1.000_Length_471_transcripts_v2_14596 	 0.754925 	 transport   
Locus_28888_Transcript_1/1_Confidence_1.000_Length_714_transcripts_v2_13440 	 0.631348 	 cell organization and biogenesis
Locus_28888_Transcript_1/1_Confidence_1.000_Length_714_transcripts_v2_13440 	 0.631348 	 other biological processes 
Locus_28888_Transcript_1/1_Confidence_1.000_Length_714_transcripts_v2_13440 	 0.631348 	 other metabolic processes 
Locus_28888_Transcript_1/1_Confidence_1.000_Length_714_transcripts_v2_13440 	 0.631348 	 protein metabolism  
Locus_28893_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_17139 	 0.100038 	 RNA metabolism  
Locus_28893_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_17139 	 0.100038 	 cell cycle and proliferation
Locus_28893_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_17139 	 0.100038 	 cell organization and biogenesis
Locus_28893_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_17139 	 0.100038 	 other biological processes 
Locus_28893_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_17139 	 0.100038 	 protein metabolism  
Locus_28893_Transcript_1/1_Confidence_1.000_Length_270_transcripts_v2_17139 	 0.100038 	 transport   
Locus_28894_Transcript_1/1_Confidence_1.000_Length_169_transcripts_v2_22556 	 0.164098 	 RNA metabolism  
Locus_28894_Transcript_1/1_Confidence_1.000_Length_169_transcripts_v2_22556 	 0.164098 	 cell cycle and proliferation
Locus_28894_Transcript_1/1_Confidence_1.000_Length_169_transcripts_v2_22556 	 0.164098 	 cell organization and biogenesis
Locus_28894_Transcript_1/1_Confidence_1.000_Length_169_transcripts_v2_22556 	 0.164098 	 other biological processes 
Locus_28894_Transcript_1/1_Confidence_1.000_Length_169_transcripts_v2_22556 	 0.164098 	 protein metabolism  
Locus_28894_Transcript_1/1_Confidence_1.000_Length_169_transcripts_v2_22556 	 0.164098 	 transport   
Locus_28895_Transcript_1/1_Confidence_1.000_Length_232_transcripts_v2_18374 	 0.664303 	 RNA metabolism  
Locus_28895_Transcript_1/1_Confidence_1.000_Length_232_transcripts_v2_18374 	 0.664303 	 developmental processes  
Locus_28895_Transcript_1/1_Confidence_1.000_Length_232_transcripts_v2_18374 	 0.664303 	 other biological processes 
Locus_28895_Transcript_1/1_Confidence_1.000_Length_232_transcripts_v2_18374 	 0.664303 	 other metabolic processes 
Locus_28908_Transcript_1/1_Confidence_1.000_Length_390_transcripts_v2_15215 	 0.207621 	 other biological processes 
Locus_28908_Transcript_1/1_Confidence_1.000_Length_390_transcripts_v2_15215 	 0.207621 	 protein metabolism  
Locus_28913_Transcript_1/1_Confidence_1.000_Length_406_transcripts_v2_15091 	 0.583288 	 other metabolic processes 
Locus_28913_Transcript_1/1_Confidence_1.000_Length_406_transcripts_v2_15091 	 0.583288 	 protein metabolism  
Locus_28924_Transcript_1/1_Confidence_1.000_Length_721_transcripts_v2_13420 	 0.361207 	 RNA metabolism  
Locus_28929_Transcript_1/1_Confidence_1.000_Length_414_transcripts_v2_15026 	 0.589143 	 other metabolic processes 
Locus_28929_Transcript_1/1_Confidence_1.000_Length_414_transcripts_v2_15026 	 0.589143 	 protein metabolism  
Locus_28929_Transcript_1/1_Confidence_1.000_Length_414_transcripts_v2_15026 	 0.589143 	 signal transduction  
Locus_28934_Transcript_1/1_Confidence_1.000_Length_288_transcripts_v2_16745 	 0.856422 	 DNA metabolism  
Locus_28934_Transcript_1/1_Confidence_1.000_Length_288_transcripts_v2_16745 	 0.856422 	 cell cycle and proliferation
Locus_28934_Transcript_1/1_Confidence_1.000_Length_288_transcripts_v2_16745 	 0.856422 	 cell organization and biogenesis
Locus_28934_Transcript_1/1_Confidence_1.000_Length_288_transcripts_v2_16745 	 0.856422 	 death   
Locus_28934_Transcript_1/1_Confidence_1.000_Length_288_transcripts_v2_16745 	 0.856422 	 other biological processes 
Locus_28934_Transcript_1/1_Confidence_1.000_Length_288_transcripts_v2_16745 	 0.856422 	 signal transduction  
Locus_28934_Transcript_1/1_Confidence_1.000_Length_288_transcripts_v2_16745 	 0.856422 	 stress response  
Locus_28935_Transcript_1/1_Confidence_1.000_Length_274_transcripts_v2_17042 	 0.110001 	 DNA metabolism  
Locus_28935_Transcript_1/1_Confidence_1.000_Length_274_transcripts_v2_17042 	 0.110001 	 cell cycle and proliferation
Locus_28935_Transcript_1/1_Confidence_1.000_Length_274_transcripts_v2_17042 	 0.110001 	 cell organization and biogenesis
Locus_28935_Transcript_1/1_Confidence_1.000_Length_274_transcripts_v2_17042 	 0.110001 	 death   
Locus_28935_Transcript_1/1_Confidence_1.000_Length_274_transcripts_v2_17042 	 0.110001 	 other biological processes 
Locus_28935_Transcript_1/1_Confidence_1.000_Length_274_transcripts_v2_17042 	 0.110001 	 signal transduction  
Locus_28935_Transcript_1/1_Confidence_1.000_Length_274_transcripts_v2_17042 	 0.110001 	 stress response  
Locus_28942_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_22048 	 0.64817 	 protein metabolism  
Locus_28948_Transcript_1/1_Confidence_1.000_Length_225_transcripts_v2_18673 	 0.698042 	 other metabolic processes 
Locus_28948_Transcript_1/1_Confidence_1.000_Length_225_transcripts_v2_18673 	 0.698042 	 stress response  
Locus_28949_Transcript_1/1_Confidence_1.000_Length_183_transcripts_v2_21286 	 0.872655 	 RNA metabolism  
Locus_2895_Transcript_2/6_Confidence_0.533_Length_1441_transcripts_v2_12424 	 0.920818 	 RNA metabolism  
Locus_2895_Transcript_3/6_Confidence_0.533_Length_1382_transcripts_v2_12463 	 0.899393 	 RNA metabolism  
Locus_28964_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_19810 	 0.952023 	 other metabolic processes 
Locus_28966_Transcript_1/1_Confidence_1.000_Length_400_transcripts_v2_15132 	 0.130153 	 DNA metabolism  
Locus_28966_Transcript_1/1_Confidence_1.000_Length_400_transcripts_v2_15132 	 0.130153 	 cell cycle and proliferation
Locus_28966_Transcript_1/1_Confidence_1.000_Length_400_transcripts_v2_15132 	 0.130153 	 cell organization and biogenesis
Locus_28966_Transcript_1/1_Confidence_1.000_Length_400_transcripts_v2_15132 	 0.130153 	 stress response  
Locus_2896_Transcript_2/2_Confidence_1.000_Length_2143_transcripts_v2_12202 	 0.95005 	 signal transduction  
Locus_2896_Transcript_2/2_Confidence_1.000_Length_2143_transcripts_v2_12202 	 0.95005 	 transport   
Locus_28974_Transcript_1/1_Confidence_1.000_Length_427_transcripts_v2_14924 	 0.116845 	 cell organization and biogenesis
Locus_28974_Transcript_1/1_Confidence_1.000_Length_427_transcripts_v2_14924 	 0.116845 	 other biological processes 
Locus_28974_Transcript_1/1_Confidence_1.000_Length_427_transcripts_v2_14924 	 0.116845 	 protein metabolism  
Locus_28974_Transcript_1/1_Confidence_1.000_Length_427_transcripts_v2_14924 	 0.116845 	 transport   
Locus_2897_Transcript_2/5_Confidence_0.375_Length_715_transcripts_v2_13435 	 0.453607 	 protein metabolism  
Locus_2897_Transcript_4/5_Confidence_0.375_Length_721_transcripts_v2_13417 	 0.457408 	 protein metabolism  
Locus_28981_Transcript_1/1_Confidence_1.000_Length_952_transcripts_v2_12909 	 0.188291 	 death   
Locus_28981_Transcript_1/1_Confidence_1.000_Length_952_transcripts_v2_12909 	 0.188291 	 other biological processes 
Locus_28983_Transcript_1/1_Confidence_1.000_Length_193_transcripts_v2_20516 	 0 	 other metabolic processes 
Locus_29009_Transcript_1/1_Confidence_1.000_Length_258_transcripts_v2_17471 	 0.451423 	 other biological processes 
Locus_29024_Transcript_1/1_Confidence_1.000_Length_304_transcripts_v2_16411 	 0.2473 	 protein metabolism  
Locus_29024_Transcript_1/1_Confidence_1.000_Length_304_transcripts_v2_16411 	 0.2473 	 transport   
Locus_2902_Transcript_1/1_Confidence_1.000_Length_528_transcripts_v2_14246 	 0.979061 	 cell cycle and proliferation
Locus_2902_Transcript_1/1_Confidence_1.000_Length_528_transcripts_v2_14246 	 0.979061 	 signal transduction  
Locus_2902_Transcript_1/1_Confidence_1.000_Length_528_transcripts_v2_14246 	 0.979061 	 stress response  
Locus_29034_Transcript_1/1_Confidence_1.000_Length_188_transcripts_v2_20904 	 0.7778 	 DNA metabolism  
Locus_29034_Transcript_1/1_Confidence_1.000_Length_188_transcripts_v2_20904 	 0.7778 	 cell cycle and proliferation
Locus_29034_Transcript_1/1_Confidence_1.000_Length_188_transcripts_v2_20904 	 0.7778 	 cell organization and biogenesis
Locus_29034_Transcript_1/1_Confidence_1.000_Length_188_transcripts_v2_20904 	 0.7778 	 other biological processes 
Locus_29034_Transcript_1/1_Confidence_1.000_Length_188_transcripts_v2_20904 	 0.7778 	 protein metabolism  
Locus_29041_Transcript_1/2_Confidence_1.000_Length_1074_transcripts_v2_12723 	 0.567235 	 RNA metabolism  
Locus_29041_Transcript_1/2_Confidence_1.000_Length_1074_transcripts_v2_12723 	 0.567235 	 cell cycle and proliferation
Locus_29041_Transcript_1/2_Confidence_1.000_Length_1074_transcripts_v2_12723 	 0.567235 	 developmental processes  
Locus_29041_Transcript_1/2_Confidence_1.000_Length_1074_transcripts_v2_12723 	 0.567235 	 other biological processes 
Locus_29041_Transcript_2/2_Confidence_1.000_Length_1113_transcripts_v2_12677 	 0.524913 	 RNA metabolism  
Locus_29041_Transcript_2/2_Confidence_1.000_Length_1113_transcripts_v2_12677 	 0.524913 	 developmental processes  
Locus_29046_Transcript_1/1_Confidence_1.000_Length_304_transcripts_v2_16412 	 0.814646 	 other metabolic processes 
Locus_29047_Transcript_1/1_Confidence_1.000_Length_305_transcripts_v2_16392 	 1.3558 	 transport   
Locus_29052_Transcript_1/1_Confidence_1.000_Length_309_transcripts_v2_16319 	 1.10715 	 cell organization and biogenesis
Locus_29052_Transcript_1/1_Confidence_1.000_Length_309_transcripts_v2_16319 	 1.10715 	 developmental processes  
Locus_29052_Transcript_1/1_Confidence_1.000_Length_309_transcripts_v2_16319 	 1.10715 	 other biological processes 
Locus_29053_Transcript_1/1_Confidence_1.000_Length_256_transcripts_v2_17528 	 0.690458 	 cell adhesion  
Locus_29053_Transcript_1/1_Confidence_1.000_Length_256_transcripts_v2_17528 	 0.690458 	 death   
Locus_29055_Transcript_1/1_Confidence_1.000_Length_273_transcripts_v2_17070 	 0.325613 	 other biological processes 
Locus_29057_Transcript_2/2_Confidence_1.000_Length_1788_transcripts_v2_12285 	 0.338567 	 other metabolic processes 
Locus_29057_Transcript_2/2_Confidence_1.000_Length_1788_transcripts_v2_12285 	 0.338567 	 protein metabolism  
Locus_29057_Transcript_2/2_Confidence_1.000_Length_1788_transcripts_v2_12285 	 0.338567 	 signal transduction  
Locus_29099_Transcript_1/1_Confidence_1.000_Length_225_transcripts_v2_18675 	 0.800421 	 other metabolic processes 
Locus_29100_Transcript_1/1_Confidence_1.000_Length_294_transcripts_v2_16625 	 0.847479 	 other metabolic processes 
Locus_29104_Transcript_1/1_Confidence_1.000_Length_268_transcripts_v2_17180 	 0.0729007 	 cell cycle and proliferation
Locus_29104_Transcript_1/1_Confidence_1.000_Length_268_transcripts_v2_17180 	 0.0729007 	 cell organization and biogenesis
Locus_29104_Transcript_1/1_Confidence_1.000_Length_268_transcripts_v2_17180 	 0.0729007 	 other biological processes 
Locus_29104_Transcript_1/1_Confidence_1.000_Length_268_transcripts_v2_17180 	 0.0729007 	 other metabolic processes 
Locus_29104_Transcript_1/1_Confidence_1.000_Length_268_transcripts_v2_17180 	 0.0729007 	 transport   
Locus_29110_Transcript_1/1_Confidence_1.000_Length_199_transcripts_v2_20081 	 0.193522 	 other metabolic processes 
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 RNA metabolism  
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 cell adhesion  
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 cell cycle and proliferation
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 cell organization and biogenesis
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 death   
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 developmental processes  
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 other biological processes 
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 other metabolic processes 
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 protein metabolism  
Locus_29111_Transcript_1/1_Confidence_1.000_Length_634_transcripts_v2_13734 	 0.120417 	 signal transduction  
Locus_29113_Transcript_1/1_Confidence_1.000_Length_180_transcripts_v2_21551 	 0.632887 	 other metabolic processes 
Locus_29113_Transcript_1/1_Confidence_1.000_Length_180_transcripts_v2_21551 	 0.632887 	 protein metabolism  
Locus_29158_Transcript_1/1_Confidence_1.000_Length_875_transcripts_v2_13041 	 0.0621829 	 developmental processes  
Locus_29165_Transcript_1/1_Confidence_1.000_Length_636_transcripts_v2_13721 	 0.562839 	 RNA metabolism  
Locus_29167_Transcript_1/1_Confidence_1.000_Length_257_transcripts_v2_17495 	 0.22893 	 protein metabolism  
Locus_29169_Transcript_1/1_Confidence_1.000_Length_1135_transcripts_v2_12654 	 0.678188 	 other metabolic processes 
Locus_29177_Transcript_1/1_Confidence_1.000_Length_269_transcripts_v2_17158 	 0.235127 	 cell adhesion  
Locus_29177_Transcript_1/1_Confidence_1.000_Length_269_transcripts_v2_17158 	 0.235127 	 cell organization and biogenesis
Locus_29177_Transcript_1/1_Confidence_1.000_Length_269_transcripts_v2_17158 	 0.235127 	 developmental processes  
Locus_29177_Transcript_1/1_Confidence_1.000_Length_269_transcripts_v2_17158 	 0.235127 	 other biological processes 
Locus_29177_Transcript_1/1_Confidence_1.000_Length_269_transcripts_v2_17158 	 0.235127 	 signal transduction  
Locus_29195_Transcript_1/1_Confidence_1.000_Length_805_transcripts_v2_13178 	 0.657536 	 cell cycle and proliferation
Locus_29195_Transcript_1/1_Confidence_1.000_Length_805_transcripts_v2_13178 	 0.657536 	 other biological processes 
Locus_29195_Transcript_1/1_Confidence_1.000_Length_805_transcripts_v2_13178 	 0.657536 	 other metabolic processes 
Locus_29195_Transcript_1/1_Confidence_1.000_Length_805_transcripts_v2_13178 	 0.657536 	 signal transduction  
Locus_29210_Transcript_1/1_Confidence_1.000_Length_187_transcripts_v2_20998 	 0.618439 	 RNA metabolism  
